"MassTagID","Project_A_X_1","Project_A_X_2","Project_A_X_3","Project_B_X_1","Project_B_X_2","Project_B_X_3","Project_C_X_1","Project_C_X_2","Project_C_X_3","Project_A_Y_1","Project_A_Y_2","Project_A_Y_3","Project_B_Y_1","Project_B_Y_2","Project_B_Y_3","Project_C_Y_1","Project_C_Y_2","Project_C_Y_3"
70481547,7914059,6800038,7897889,7647149,6300051,5400656,6227935,8411840,6050250,7621493,6673685,7699128,5388183,6300075,8228731,6881230,8852459,7721967
72010510,6024079,4820885,NA,4776709,3221885,4491072,6231607,NA,NA,3997631,NA,4958228,NA,3776289,NA,NA,NA,1128319
89419489,1433605,859617,437042,684283,733984,1439161.5,502572.5,704285,1349379,492903.5,893776.5,611020,873078.5,658154,1108696,633565,958568,454298.5
189292211,1457975,1033762,1575033.5,2431394,553164,873614,2186143,733929,NA,3345197,2583893,1914296,1610574,2069859,NA,NA,723231.5,2084931
241882919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7800350,1923680,690083,796036,1825485,538850,1974444,522628,618975,1201671,1173181,1769906,1188907,1344788,1902118,1723657,504569,866429,807619
8691466,4314296,3505100,2310126,4344061,1394171,1686398,3909862,1796966,NA,2378589,3672392,2271447,3376610,3345409,2526237,1306188,1403004,1388747
8726368,2851154,NA,NA,NA,1723329.5,NA,NA,723995,NA,NA,NA,1761293,2563084,NA,NA,NA,829384,NA
8738987,1599461,1483084,NA,1734485.5,NA,552394.5,2319789.5,423259,392880,NA,2034636,NA,598548,1493055,1316860,NA,NA,NA
26655898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31014220,1854346,1146853,660267,1749590,1061238,NA,NA,827942,NA,1871102,1248184,1151365,1490506,1107016,1549593,NA,707173,NA
48003427,2138276,NA,1029033,NA,NA,1100791,1561865,NA,NA,NA,NA,1290681,1691415,2585481,1058288,NA,NA,NA
7122602,736668,NA,NA,NA,1000831,243499,491948,440972,495921,NA,461424,1163975,NA,535207,NA,441991,925091,NA
16426948,3258305,2336896,1952503,2398766,3704186,2240153,1818983,1985698,1997120,3013832,2811600,2019451,1513367,2002508,NA,2479044,1955886,3253753
59598045,NA,NA,NA,562972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895419,594657,NA
59662985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840991,NA,NA,NA,NA
75013385,709918,NA,NA,1459335.5,667323,NA,1249576.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,706732.5,2254474.5
90917963,1694375,1472355,1294623,1459879,2504306,946496,2003867,2341429,1444912,2060941,1312157,2096122,1738440,1381414,849422,1908960,2614424,1832323
195131516,1042350,NA,NA,NA,991956,NA,594135,NA,NA,NA,NA,709547,568536,NA,NA,NA,NA,NA
219865115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220382657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7582952,NA,765835,358302,692691,1178733,NA,NA,731522,NA,396501,NA,820387,279880,NA,NA,884245.5,247556,1020696
7713089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7886264,848541.5,884075,930311,1230380,1133133,667090,858489,892592,695766,1037808,559133,1022575,658476.5,690087,684068,888356,1094603,1279096.5
12859803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59663769,1418373,NA,NA,NA,1247664,NA,NA,707024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191107254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290889691,NA,NA,NA,221780,NA,403628,NA,NA,NA,NA,618909,NA,NA,720398,NA,NA,603361,NA
297609257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78268886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31014351,1440841,1182572,1020302,1106668,2101665,934570,865742,1421118,1431273.5,672895,994215.5,1079151,1341590,879194,946348,717433.5,600051,1463892.5
7583011,NA,NA,NA,NA,NA,NA,NA,1315696,NA,619164,NA,NA,NA,NA,784237,NA,NA,NA
7633592,1203910,566596.5,782921,689053,1262748,923982,869672,878945,891203,1212086,1417494,799097,927448,927636.5,1033227,1277346,1311826,934758
7854893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7886070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14087474,NA,NA,NA,NA,NA,1029963,NA,NA,745859,NA,NA,NA,NA,NA,937445,NA,NA,NA
12720913,NA,NA,NA,NA,NA,NA,NA,151484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484464467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126818,NA,NA,NA,NA,NA,NA,NA
109380145,1900564,2884581,NA,5485943,1913174,NA,3044669,NA,NA,6019687,3395096,3217150,4042395,3679035,NA,1074383,2242888,6239275
7798078,NA,NA,NA,644299.5,NA,NA,NA,NA,NA,459897.5,333012,600704,NA,NA,NA,NA,NA,447133
7822986,1575260,576826,653505,1075845,526244,1343471,625888,549702,1238327,1197430,1009631,1095234,770074,1309192,1342114,698249,2219511,808706
8640308,NA,NA,NA,NA,627973,NA,NA,927338,NA,NA,NA,475791,NA,NA,NA,NA,NA,NA
8670179,692740,1155681,533712,563591.5,1279347,310390,NA,748428,722575,NA,NA,NA,NA,NA,NA,979448,222227,402583
9397290,NA,NA,NA,NA,NA,NA,2000484,NA,905338,2623138,1649420,NA,1031996,1864813,651129,NA,1100488,NA
13999569,NA,NA,NA,NA,NA,NA,NA,NA,NA,759881,NA,NA,NA,678774.5,NA,NA,NA,NA
16447667,2787323,3990079,2413190.5,3397310,3382303,1186499,3606037.5,2277186,NA,3628306,3039313.5,3477915,2623539,2891380,395932,2187400,2237944,4524454
16521710,1125768,1636305,603009,1165740,1511622,251518,987480,1171368,NA,1162266,360636,1274721,623648,1031103,299467,946049,784771,1033514
35570387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7575853,985056.5,270526,NA,NA,850268.5,568595.5,NA,838594,1643931,NA,NA,1120120,693841,NA,NA,589529,1303164.5,NA
7575923,13201106,12564370,9721124,12637500.5,14433137,11247841,8736282,14763423,17312405,8851674,9805707,13503038,8132726,7545997,10679356,13836350,15347827,12344832
7639434,1225643,1315428,812962,913641,1072552,618738.5,491724.5,973249,NA,473566,563017,1033992,973884,1168975,410824,667887,871864,1143177
7650821,3585468,2096389,1220120,1221743,3424953,1758957,2643015,3105882,4275760,1183225,1788978,2932934,2428846,1533460,1304547,2255133,2005521,3258505
7661173,936211,673064,633020,NA,1324023,786728,644417,1122257,831594,1690522,980976,1290463,1151241,723666,384809,1011062,NA,905613
7664243,8146283,8947806,7107759,7371578,11555267,7554928,7488873,11023973,10998011,7229847,5962521,10151821,6652726,5636537,7326460,9371183,10453800,9176451
7886069,766345,NA,484722,NA,NA,NA,NA,1540513.5,NA,NA,NA,NA,NA,NA,NA,608387,NA,NA
7941353,5072978,4599733,3866736,3956295,6378419,4140616,4579291,6632563,7212181,2821286,3347469,6051199,4548495,3450836,3938777,3480448,6027602,5686736
7954575,6943955,6036966.5,5568966,5019449,7628812,4981330,6581026,5650261,6365521,6496976.5,5014615,6205183,3863609,4013742,5001598,5035085,4630839,5256562
8763576,3951780.5,2565443,2339763,2165830,2837436,3471774,1919566,3564028.5,4298020,821947,2179761,NA,2675055,1546414,NA,NA,4100704.5,NA
8889233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9043113,17506958.5,18666409,11324878,14909239,16523478,12393376,14738933.5,17775815,13280682,14762481,15921062,18650023,13162717,14039590,12661809,14639833,14534619,17238744
9065939,6631892,8612855,6345342,5924859,10486912.5,3722111,8482563,7396619,6680334,8984766,5820779,5986677,5915070,7336596,4848960,6748962.5,6715694,6311228
9111717,NA,NA,NA,NA,NA,NA,NA,NA,3810617,NA,NA,NA,NA,NA,NA,NA,NA,NA
12612088,3538690,3641632,3616152,3429704,3679272,3184052,3340610,NA,2324420,3185397,2580645,2798123,2027092,3308474,2907281,3723447,NA,3098033
12614205,5734226,3708631,3969500,3945002,4722817,6288396,2937208,4071163,7458227,3808826,4821040,3888829,5832294,4430822,5233148,3843500,7382322,4759316
12836318,300073,199191,162101,179783,294570,113175,257435,159813,190506,370459,253980,454128,222474,247350,114827,203735,190851,178192
16481386,1425242,1135525,893826,1746850,1387060,NA,538494,1243958,NA,523120,NA,1080203,609252,764189,546053,572363,NA,475735
22962514,1963903,2290273,2566431,1390611,1694519,1794846,1995362,1591111,1008936.5,1499076,2307029,2846735,2812002,2043142,1188670,2267621,1957557,1977634
124702918,1357231.5,NA,1467173,2405349,NA,1314760,386187.5,267965,NA,2466303,1272128,1460699,1324883.5,2189974,1464485,630335.5,2420828,523968.5
366575454,469356,NA,149012,363640,94715,738888,NA,73937,NA,NA,NA,NA,355382,599007,NA,108022,253900,NA
9071846,2269712,1662330,1625500,NA,2915233,1318495,NA,2765925,2270115.5,NA,728237,NA,1139502.5,430604,NA,3074395,1838026,1956160.5
9121579,3168133.5,4273954,2647471,990502,3352091,1803114.5,2849793,2628373,NA,4444535,2763150,2888742,3235643,NA,NA,1509122.5,921746,3605994
9515058,865010,358944,165334,NA,568512,387309,NA,415082,1223729.5,NA,NA,412539,NA,NA,NA,NA,581996,NA
12590838,NA,1887357,3064354,2419788,2946201,3596757,1704478,3609175,4199496,2140000,3059079,3340126,3711176,2908352,2468351,2781664,3931978,2357454
31931417,NA,NA,NA,NA,NA,NA,3154009,1590248.5,NA,NA,NA,4628587.5,NA,NA,NA,NA,NA,NA
32536203,746208,NA,1234538,1728713,NA,740876,536200,NA,NA,1706630,893321,425209,1043731,1420523.5,NA,553408,1429411,646518
32932690,5814861,8853468,7010550.5,8812967.5,8022611,2783440,4969521,6119276,6514113,7592720,11392398.5,5067277,6318253,7697774,7599686,6448094,5716685,7565066
219831888,550273.5,529386,234406,712660,NA,NA,NA,NA,NA,577413,NA,NA,NA,896379,NA,NA,895438.5,1325886
249859922,NA,NA,NA,NA,NA,298806,NA,NA,234895,NA,560581,NA,NA,NA,NA,NA,NA,NA
435632320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7898831,2032903,1258771,1471469,NA,2501894,1321145,559475,2794959,2437708,NA,1176044.5,1968256.5,505281,NA,1050175,1696533,749662,2100283
21260095,3077151,3202289,2772500,2936295,3317492.5,2613868,3493416,2777819,2666703,3587542,4404941,3035327,3274163,3171963,2360883,2884162,3809540,2898859
296432761,189504,NA,NA,NA,NA,477585,NA,52634,NA,NA,NA,NA,350829.5,NA,689480,NA,254937,NA
7808690,3766568,4714823,3046489.5,4497066,5843877,2645471,3892337,3326154,3112301,4109580,3217420,4577849,2332072,3478595,2362112,4123909,3557955,4477701
15840016,2236129,1076554,NA,1851685.5,1659315,NA,NA,NA,NA,1144402,NA,NA,NA,1011838,NA,760167,1472370,NA
22065530,1280248,NA,NA,NA,NA,NA,NA,NA,632568,1693168,797543,848784,NA,804565,NA,NA,1395434,NA
26104338,593518,NA,127467,613430,NA,2475403,93085,NA,1160669,876489,1094982,252817,1010388,1770015,1471325,57152,1734928,137362
32428502,NA,NA,NA,1108917,NA,NA,NA,NA,2338889,NA,NA,NA,NA,NA,NA,1177605,NA,NA
78112147,NA,NA,667659,NA,NA,765199,NA,995393,NA,NA,NA,NA,2093933,NA,NA,NA,NA,1076252
78235552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78301379,1128913,1617505,826486,776261,1105866,NA,NA,1385669,648920,640789,1065035,1113380,795127,720857,NA,664017,1050055,1903614
150339160,318389,NA,NA,NA,NA,NA,NA,NA,NA,267677.5,425376,288496,NA,258973,NA,NA,NA,NA
12685380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856634,NA,NA,NA
49002646,NA,NA,NA,NA,192681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113449583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187715901,438429,273087,393814,435154,228670,328696,254988,259796,525630,473046,798275.5,448318,631308,315755,579910,480949,808113,227686
31006184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6978051,16687733,16335276,14635148,15927461,13930401.5,9941760,17181076.5,16829863.5,12153168.5,15548259,15877793,14647103,16433954,13581583.5,13703529,11986170,10887556,15799423
7729194,NA,89524,NA,50229,NA,NA,228528,16034,NA,NA,242572,NA,539486,178565,80316,NA,NA,27196
7898878,3455019,553608,808692,2284959,105627,15875698,530226,152655,6081333,3022393,2573841,1004348,3219935,7415376,8872133,411235,5643316,285136
8835383,4103063,5116804,1466214,3882720,3571672,3511039,3490763,2012519,2834199,4214783,1842376,3105646,NA,4421153,3124674,2415847.5,3547312,2531167
9537060,4191299.5,2275541.5,2514652,NA,2428456,3017976,1280199,3669656,3978924,NA,2456256.5,1066574,1368632,NA,3432113.5,2597046,1419234,2071770
12613137,10305961,8860463,7056342,7222464,3018424,5615850,6002218,5799601,5542660,7132133,7959255,8021324,8396112,6265692,6414516,5218954,8067897,8358498
12617797,NA,NA,2515188.5,NA,NA,NA,NA,4807094,NA,NA,NA,NA,6533792,1143311,NA,1703439,NA,NA
15782161,NA,1028741,1331298,1890888.5,328220,1809530.5,NA,NA,NA,2001440,2153945,1385480.5,1590240.5,2531191,405838,NA,343603,1372811.5
15782512,3702939,3487158,2442774,3155447,3197972.5,1908546.5,1651576,2495056.5,NA,3250832,3717840,3973436,2116573,5045578,NA,2028457.5,2036623,5178974
15867627,4102683,3337179,2850398,3585948,3642939,4771942,3517102,3352342,4572858,3609896,4973885,4354299,4193883,3709448,3031517,3043280,3458150,3536763
16449284,2254912.5,1050990,2344458,2192873,1322136.5,1633898,3010686,NA,NA,1812414,2921592,2165726,3997144,3031270,1931826,NA,1785430.5,NA
16476689,5417479,6238131,3003236,6197623,5271276,3361906,5041476,6012017,5094970.5,4931991,5078327,5693486.5,4545512,4590625,4022172,3245148,4587678.5,6732947
20925429,4129825,1382303,2825226,1837696.5,2052117,2737178,2113648,2199051,3142171,NA,2656183,1248119,2283261,NA,2633843,2380733,1042737,742128
20930785,16167623,13662837,8515210,11084021,15237836,10344078.5,12091059,15577260,11893473,8650800,12405899,15724809,11512015,10119588,11990433,11543632,11788834.5,9678122
21250919,NA,NA,153302,NA,NA,NA,371883.5,NA,157688,NA,NA,NA,NA,359825,NA,268729,NA,NA
216215957,NA,NA,NA,NA,NA,678844,NA,NA,NA,NA,NA,NA,356073,NA,1162689,NA,NA,NA
8220916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12632648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89147,NA,NA,NA,NA,NA
12694318,NA,NA,NA,NA,424848,NA,NA,785426,NA,NA,NA,NA,NA,NA,NA,410570.5,NA,NA
12709937,NA,NA,NA,429475,NA,708354,NA,NA,512260,NA,NA,474490.5,NA,NA,521077,NA,NA,NA
13421114,1002230,597359,NA,NA,796540,NA,NA,NA,NA,NA,642388,1240520,NA,NA,NA,NA,NA,NA
15782657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16571189,2314348,1453843.5,900360.5,2471945,1799873.5,557637,804245,1482171.5,1586597.5,652554,691520,1440952.5,1025569,812180,1431965.5,1006273,1216156,671072.5
20728209,NA,1370132.5,NA,NA,1160655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948541,NA,NA
20931596,766031,NA,818826,NA,909789.5,NA,NA,1398556,NA,NA,NA,1759055,NA,NA,NA,756574,667576,NA
20947619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20956134,NA,NA,1289562,NA,NA,1036403.5,708198,1185737,1473316,NA,NA,1864611,1053280,NA,NA,1355909.5,1475998,1018775
21200401,NA,NA,NA,NA,267437.5,NA,NA,404804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21369240,NA,1698681,777595,NA,1114659.5,NA,NA,692590,746754.5,NA,663276,809050,378687,NA,NA,714476,400243,995621.5
368482132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164912033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12780647,NA,169266.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,118799.5,NA,NA,NA,NA,NA,NA
32423131,NA,NA,NA,NA,829250,NA,NA,645160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112134207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163209,NA,NA,NA,NA,NA
290036753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17000687,NA,NA,NA,NA,NA,NA,NA,NA,NA,734950,NA,NA,NA,639505,NA,NA,NA,NA
145180332,2161028,2389503,1462420,1824542,2381686,1402313,2433293,1721321,1413394,3900196,2169557,5079647,2875085,3304182,1502647,2262796,2640082,3283705
49026788,465044,36183,NA,NA,71068,NA,89449,102874,NA,NA,171196,NA,NA,NA,NA,82964,NA,89475
13880285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14789238,NA,NA,NA,NA,502649.5,NA,NA,NA,NA,NA,NA,640114,NA,NA,NA,437783,NA,NA
16464584,NA,NA,211040,110495,NA,NA,132114,NA,184711,170488,216970,204839,321969.5,NA,86430,203511,NA,275992
107088371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219418398,NA,NA,NA,NA,NA,220120,NA,NA,555953,NA,NA,NA,NA,NA,NA,NA,180455,NA
12689652,1050262,1054738.5,529340,1215093,1043966,396619,944959.5,940945.5,1167856,580180.5,890338.5,968090.5,315154.5,384100.5,577626.5,1041267,1052848.5,710492
15781661,NA,NA,NA,NA,NA,NA,NA,309132,448791,NA,NA,NA,NA,NA,NA,NA,NA,NA
15958099,198242,217366,NA,344672,283401,311479,81763,260989,386842,NA,107691,203421,NA,NA,NA,220502,193211.5,125091
78235722,656374,NA,NA,NA,911793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78341617,1841744.5,1753298,764157,1350340,1491236,753110,1179541,1309159,1122236.5,1026912,848540.5,1187839,517085,275618,468747,1089810,933440,680846.5
205408716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219625863,NA,268307,NA,492236,469191.5,NA,249915,261506,NA,278557,NA,279956,NA,NA,NA,NA,NA,489605
7104882,473924,NA,623922,NA,NA,927991.5,2606283,639603,NA,1005450,1846953,2060525.5,1798983,1908290,1072565,NA,746014,NA
7725807,603054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137932,NA,NA,NA,NA,NA
7795331,5751220,8064313.5,2586593,5556418,5207505,5090262,5775455,5129970,5347360,7279829,3511636,6029986,6545790,5025740,5155225,3096514,5131063,4216453
7806028,2345898,1105059.5,1992586,1353242,376919,2039398.5,704826,1688969.5,1609286,895692,2730804,1535989,1824684,1246622,1754265.5,NA,NA,1293874
7816550,3080079,2674034,726904,2735675,2909292,2748311,3234443,2416395,1870840,1531066,3239439.5,3584048,4123938,3175050,2268480.5,2466038,1270799,2453356
7827608,7244925,5853706,5896328,6796290,4773457,6733244.5,7655876,4070133,5550115,7295761,6880840,5926457,7767443,7042699,7671226,4545508,7778282,7312688
8558043,2488801,1917649.5,1687022,1762382,2174897,802785.5,1183187,1242874,1308625,1047675,1924990.5,2200670,1959360,1587220,814574,1590333,414532,850568
9442408,5847747,5845853,3633218,4409496,4201966,2784395,3813583,3234219,2648250,4530488,4502970,3156136,2881708,3855702,3511476,2423787.5,2374215,2567864
12759071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16978057,2708582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31274984,NA,NA,1045990,NA,709547,NA,NA,NA,NA,NA,NA,NA,3421512,NA,NA,NA,NA,NA
47918526,1993222,2148301,689916,1204960,NA,NA,1551661,2307843,NA,NA,2423670,1162404,2166749,NA,2281112.5,NA,NA,1725390
32849902,2623784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43691960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432691469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7680804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12577905,NA,NA,812215,NA,NA,NA,NA,NA,NA,NA,1014334.5,383007,1003653.5,862241,1143716,NA,NA,NA
12614085,670349,NA,NA,489780,NA,1309110.5,1182874.5,NA,NA,NA,NA,NA,1516743.5,NA,1466216,NA,NA,NA
12614165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12617486,4454226,1170369,733305,2421447,NA,3220878,1695915.5,1005366,1635583,1473362,4144758,1575220,2472801,1555890,1934962,NA,407281,NA
12620811,651182,NA,NA,NA,NA,503250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12877724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15781769,546950,NA,NA,NA,NA,938933,NA,NA,NA,NA,997940,NA,815552,NA,1111440,NA,NA,NA
15840920,2361332.5,2244138,1224888,2425485.5,NA,2402518,3473251.5,NA,472559,1710974.5,1158735,1968684,3279379,2975027,2317835,NA,NA,NA
21517445,76153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38303,NA,NA,NA
21534154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22393327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32390550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32462548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32469232,3803460,3893825.5,2781899,4342582,NA,4124609,5201614,2579829,1894160,4178886,4336352,4625399,5445871,4516600,4574626,649152,1282098,1695966
66781732,NA,NA,NA,NA,NA,850309,NA,NA,NA,NA,840485.5,NA,441577,604853,1078432,NA,NA,NA
67226095,103732558,107255654,98163420,103158306,136155498,116364212,122151837,102139870,97732167,166239790.5,126883895,145087098,118160292,149925840,85472698,131644674.5,140338060,120304575.5
335569396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477009251,NA,NA,NA,NA,NA,NA,NA,NA,NA,132914,NA,NA,NA,NA,102779,NA,NA,NA
9267479,2838781,3396952,3372347,2616804,3224372,1611792,3596554,2006924,NA,4342114,3647116,3323963.5,2179353,3804436,NA,2151087,2496793.5,NA
9279680,1026624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9284501,NA,93964.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114147,NA,NA,NA,NA,NA
9699178,2247391,797841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914986
12620815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15958053,NA,NA,NA,NA,323337,NA,NA,212246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16521830,1073999.5,NA,359592.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195120693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124374801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3640998.5,NA,NA,NA,NA,NA
349785961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6948832,213010764,201018386,149368859,238584892,116338192,183462750.5,242669085.5,99903653,114505856.5,215144363,222044449,179173276.5,187914557.5,205176345,225037860.5,100361344.5,122791172.5,146709549
6948850,73453550,80475181,65391562,93548459,46826999,62716588,97393761,41106759,28557394,85135907,79268537,75959776,69753065,100353929,59247600,41926445,41968725,55678898
6948991,533318638,468422201,439226642,543706191,355911266,461710889,617710679,350164153,333956068,529670807,477578597,467969048,489634270,474372126,516229274,276171059,302115845,322226492
6959186,417349923,385954317,361154639,437517377,264900841,361528031,510435480.5,249528146,224591154,438866059,428137384,367308166,441832357.5,439212618,371157726.5,230072678,245516819,286638786
6967522,20625069,NA,17998432,17648624.5,13485415,22917766,NA,18274289,31732697,13019709,23077990,16843238,24975931,16371334,28423977,13386753,15276287.5,11543072
6969439,2309049,NA,1178835,1300457,657486,2617139,1904887.5,2158581,3554160,NA,640657,1317628,2211790,458029,3434034,NA,1177864,NA
6969585,NA,NA,292722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6976431,NA,NA,NA,NA,NA,NA,1526337,NA,NA,6714603,1481447,NA,1763037,6954575,NA,NA,NA,NA
6995624,5089247,7483282,7033535,9718407,1700746,1681842,14001712,NA,NA,28710846,11072895,11179983,14213540,26228809,1603787,1254340,2532044,7279340
7034411,145701424,125323934,119623412,138127951,88404874,120090922,172675694,95677942,84166463,146122119,128383472,132137200,143923123,138332131,139425669,68352665,82094127,85872987
7071748,12417908,11255241.5,11265762.5,11659836,7654996,11227389,7573931,3568428,4469423,12764358,10773058,10273524,14270663,14464156.5,10743893,5224585,4908452,6495960
7106060,98001753,87974120,89642665,110144117,61757662,97079729,132370906,61826913,55401063,107974594,103271340,95096993,116418137,109310915,95645161,51712908,60266208,68933518
7582937,11801769,10355310,8478364,13045696,6455443,9371220,12997120,5053680,6810770,11110275.5,12290292.5,9292016,8983476,11351014,12157825,5876777,7345146,7642286
7604171,239617700,237324782,186412221,251365269.5,147966583,223313485,253333997,130199300,122043812,222263576,191832832,207255944,153199664,226025435,154495865,132067006,127307568,165095902
7775342,375809589,359884653,336719054.5,375621142,212168325.5,335429871.5,447600350,223622618,211472574,367524839.5,403681095.5,297463825.5,348140856,406866143,329307955,199575660,201989639,216312358
7941358,401494776,434705804.5,343255403,429980082,259283374,303458001,480389820,291455728,211629819.5,384924390,418200530,322825430.5,281549067.5,365744449.5,407197972,237439161,200353273.5,224236950.5
9238974,NA,489044,NA,539560,NA,NA,1584254,NA,NA,4282405,NA,809925,513462,4111096,NA,NA,NA,NA
13889366,6712312,3378628,NA,2673851,1497519,18413075,2796179,1744733,1033538,2593517,NA,3185452,NA,3145230.5,NA,NA,NA,1834550
